n,x,y,val,dP,lab,xT,yT
26943,-1.354718,7.509741,0,1725,NaN,NaN,NaN
26944,-1.348843,7.506844,0,1724,NaN,NaN,NaN
26945,-1.342968,7.503948,0,1724,NaN,NaN,NaN
26946,-1.337093,7.506844,0,1724,NaN,NaN,NaN
26947,-1.334155,7.506844,0,1724,NaN,NaN,NaN
26948,-1.337093,7.509741,0,1725,NaN,NaN,NaN
26949,-1.337093,7.515533,0,1727,NaN,NaN,NaN
26950,-1.331218,7.524222,0,1729,NaN,NaN,NaN
26951,-1.32828,7.53291,0,1729,NaN,NaN,NaN
26952,-1.322405,7.535806,0,1729,NaN,NaN,NaN
26953,-1.322405,7.535806,0,1728,NaN,NaN,NaN
26954,-1.319467,7.521326,0,1728,NaN,NaN,NaN
26955,-1.316529,7.506844,0,1729,NaN,NaN,NaN
26956,-1.310654,7.501052,0,1730,NaN,NaN,NaN
26957,-1.307716,7.509741,0,1731,NaN,NaN,NaN
26958,-1.307716,7.527118,0,1731,NaN,NaN,NaN
26959,-1.310654,7.530014,0,1731,NaN,NaN,NaN
26960,-1.307716,7.530014,0,1732,NaN,NaN,NaN
26961,-1.301841,7.521326,0,1732,NaN,NaN,NaN
26962,-1.293028,7.518429,0,1732,NaN,NaN,NaN
26963,-1.275402,7.518429,0,1731,NaN,NaN,NaN
26964,-1.263651,7.515533,0,1731,NaN,NaN,NaN
26965,-1.275402,7.512637,0,1732,NaN,NaN,NaN
26966,-1.295966,7.506844,0,1731,NaN,NaN,NaN
26967,-1.316529,7.506844,0,1729,NaN,NaN,NaN
26968,-1.319467,7.509741,0,1728,NaN,NaN,NaN
26969,-1.322405,7.509741,0,1728,NaN,NaN,NaN
26970,-1.316529,7.509741,0,1726,NaN,NaN,NaN
26971,-1.313592,7.509741,0,1725,NaN,NaN,NaN
26972,-1.298903,7.506844,0,1726,NaN,NaN,NaN
26973,-1.29009,7.506844,0,1728,NaN,NaN,NaN
26974,-1.278339,7.506844,0,1730,NaN,NaN,NaN
26975,-1.278339,7.509741,0,1730,NaN,NaN,NaN
26976,-1.278339,7.515533,0,1730,NaN,NaN,NaN
26977,-1.281277,7.521326,0,1730,NaN,NaN,NaN
26978,-1.284215,7.524222,0,1730,NaN,NaN,NaN
26979,-1.287153,7.527118,0,1731,NaN,NaN,NaN
26980,-1.287153,7.512637,0,1731,NaN,NaN,NaN
26981,-1.287153,7.501052,0,1731,NaN,NaN,NaN
26982,-1.287153,7.489466,0,1730,NaN,NaN,NaN
26983,-1.284215,7.492362,0,1730,NaN,NaN,NaN
26984,-1.29009,7.498155,0,1730,NaN,NaN,NaN
26985,-1.298903,7.486569,0,1731,NaN,NaN,NaN
26986,-1.307716,7.483672,0,1731,NaN,NaN,NaN
26987,-1.316529,7.477879,0,1732,NaN,NaN,NaN
26988,-1.319467,7.483672,0,1733,NaN,NaN,NaN
26989,-1.319467,7.483672,0,1734,NaN,NaN,NaN
26990,-1.307716,7.483672,0,1733,NaN,NaN,NaN
26991,-1.298903,7.486569,0,1732,NaN,NaN,NaN
26992,-1.298903,7.489466,0,1731,NaN,NaN,NaN
26993,-1.298903,7.495259,0,1730,NaN,NaN,NaN
26994,-1.301841,7.506844,0,1732,NaN,NaN,NaN
26995,-1.301841,7.515533,0,1733,NaN,NaN,NaN
26996,-1.304779,7.515533,0,1735,NaN,NaN,NaN
26997,-1.304779,7.506844,0,1735,NaN,NaN,NaN
26998,-1.307716,7.501052,0,1735,NaN,NaN,NaN
26999,-1.307716,7.503948,0,1735,NaN,NaN,NaN
27000,-1.310654,7.503948,0,1735,NaN,NaN,NaN
27001,-1.325342,7.503948,0,1737,NaN,NaN,NaN
27002,-1.34003,7.498155,0,1738,NaN,NaN,NaN
27003,-1.345906,7.498155,0,1738,NaN,NaN,NaN
27004,-1.34003,7.501052,0,1738,NaN,NaN,NaN
27005,-1.334155,7.503948,0,1737,NaN,NaN,NaN
27006,-1.342968,7.509741,0,1735,NaN,NaN,NaN
27007,-1.345906,7.512637,0,1735,NaN,NaN,NaN
27008,-1.351781,7.503948,0,1734,NaN,NaN,NaN
27009,-1.351781,7.498155,0,1735,NaN,NaN,NaN
27010,-1.351781,7.489466,0,1735,NaN,NaN,NaN
27011,-1.351781,7.486569,0,1735,NaN,NaN,NaN
27012,-1.348843,7.477879,0,1734,NaN,NaN,NaN
27013,-1.351781,7.469189,0,1734,NaN,NaN,NaN
27014,-1.351781,7.477879,0,1733,NaN,NaN,NaN
27015,-1.342968,7.495259,0,1734,NaN,NaN,NaN
27016,-1.32828,7.509741,0,1735,NaN,NaN,NaN
27017,-1.316529,7.509741,0,1736,NaN,NaN,NaN
27018,-1.325342,7.506844,0,1736,NaN,NaN,NaN
27019,-1.34003,7.506844,0,1736,NaN,NaN,NaN
27020,-1.354718,7.506844,0,1736,NaN,NaN,NaN
27021,-1.372343,7.512637,0,1734,NaN,NaN,NaN
27022,-1.384093,7.515533,0,1732,NaN,NaN,NaN
27023,-1.387031,7.518429,0,1731,NaN,NaN,NaN
27024,-1.384093,7.515533,0,1732,NaN,NaN,NaN
27025,-1.384093,7.512637,0,1734,NaN,NaN,NaN
27026,-1.389968,7.518429,0,1734,NaN,NaN,NaN
27027,-1.404656,7.530014,0,1732,NaN,NaN,NaN
27028,-1.419343,7.541598,0,1731,NaN,NaN,NaN
27029,-1.428155,7.544494,0,1732,NaN,NaN,NaN
27030,-1.43403,7.535806,0,1733,NaN,NaN,NaN
27031,-1.431092,7.530014,0,1734,NaN,NaN,NaN
27032,-1.42228,7.521326,0,1731,NaN,NaN,NaN
27033,-1.413468,7.530014,0,1727,NaN,NaN,NaN
27034,-1.416405,7.538702,0,1725,NaN,NaN,NaN
27035,-1.42228,7.550285,0,1726,NaN,NaN,NaN
27036,-1.42228,7.556077,0,1727,NaN,NaN,NaN
27037,-1.416405,7.553181,0,1728,NaN,NaN,NaN
27038,-1.407593,7.553181,0,1729,NaN,NaN,NaN
27039,-1.401718,7.541598,0,1729,NaN,NaN,NaN
27040,-1.398781,7.530014,0,1729,NaN,NaN,NaN
27041,-1.392906,7.515533,0,1728,NaN,NaN,NaN
27042,-1.381156,7.512637,0,1729,NaN,NaN,NaN
27043,-1.369406,7.509741,0,1731,NaN,NaN,NaN
27044,-1.363531,7.512637,0,1731,NaN,NaN,NaN
27045,-1.360593,7.512637,0,1729,NaN,NaN,NaN
27046,-1.351781,7.521326,0,1726,NaN,NaN,NaN
27047,-1.345906,7.524222,0,1727,NaN,NaN,NaN
27048,-1.337093,7.530014,0,1728,NaN,NaN,NaN
27049,-1.334155,7.535806,0,1726,NaN,NaN,NaN
27050,-1.34003,7.538702,0,1724,NaN,NaN,NaN
27051,-1.360593,7.53291,0,1722,NaN,NaN,NaN
27052,-1.378218,7.524222,0,1722,NaN,NaN,NaN
27053,-1.387031,7.512637,0,1723,NaN,NaN,NaN
27054,-1.384093,7.512637,0,1723,NaN,NaN,NaN
27055,-1.384093,7.512637,0,1724,NaN,NaN,NaN
27056,-1.392906,7.512637,0,1725,NaN,NaN,NaN
27057,-1.404656,7.506844,0,1725,NaN,NaN,NaN
27058,-1.416405,7.503948,0,1725,NaN,NaN,NaN
27059,-1.419343,7.498155,0,1723,NaN,NaN,NaN
27060,-1.410531,7.498155,0,1721,NaN,NaN,NaN
27061,-1.395843,7.498155,0,1719,NaN,NaN,NaN
27062,-1.381156,7.492362,0,1720,NaN,NaN,NaN
27063,-1.384093,7.486569,0,1720,NaN,NaN,NaN
27064,-1.392906,7.486569,0,1720,NaN,NaN,NaN
27065,-1.392906,7.498155,0,1721,NaN,NaN,NaN
27066,-1.384093,7.509741,0,1722,NaN,NaN,NaN
27067,-1.372343,7.518429,0,1723,NaN,NaN,NaN
27068,-1.372343,7.521326,0,1723,NaN,NaN,NaN
27069,-1.378218,7.521326,0,1721,NaN,NaN,NaN
27070,-1.381156,7.518429,0,1717,NaN,NaN,NaN
27071,-1.363531,7.512637,0,1713,NaN,NaN,NaN
27072,-1.342968,7.509741,0,1712,NaN,NaN,NaN
27073,-1.325342,7.506844,0,1712,NaN,NaN,NaN
27074,-1.331218,7.512637,0,1712,NaN,NaN,NaN
27075,-1.34003,7.515533,0,1713,NaN,NaN,NaN
27076,-1.387031,7.509741,0,1712,NaN,NaN,NaN
27077,-1.475152,7.480776,0,1712,NaN,NaN,NaN
27078,-1.624941,7.451807,0,1712,NaN,NaN,NaN
27079,-1.821689,7.431526,0,1711,NaN,NaN,NaN
27080,-2.05362,7.451807,0,1711,NaN,NaN,NaN
27081,-2.306025,7.480776,0,1711,NaN,NaN,NaN
27082,-2.570074,7.512637,0,1712,NaN,NaN,NaN
27083,-2.851605,7.524222,0,1712,NaN,NaN,NaN
27084,-3.150581,7.550285,0,1711,NaN,NaN,NaN
27085,-3.443528,7.567659,0,1709,NaN,NaN,NaN
27086,-3.739222,7.625562,0,1708,NaN,NaN,NaN
27087,-3.929415,7.66319,0,1708,NaN,NaN,NaN
27088,-4.069811,7.718174,0,1706,NaN,NaN,NaN
27089,-4.154609,7.732641,0,1706,NaN,NaN,NaN
27090,-4.254005,7.761572,0,1705,NaN,NaN,NaN
27091,-4.309538,7.781821,0,1705,NaN,NaN,NaN
27092,-4.289079,7.802068,0,1705,NaN,NaN,NaN
27093,-4.218927,7.810745,0,1704,NaN,NaN,NaN
27094,-4.137066,7.813638,0,1703,NaN,NaN,NaN
27095,-4.034716,7.822314,0,1702,NaN,NaN,NaN
27096,-3.970369,7.83099,0,1699,NaN,NaN,NaN
27097,-3.908937,7.819422,0,1697,NaN,NaN,NaN
27098,-3.894309,7.802068,0,1696,NaN,NaN,NaN
27099,-3.865052,7.790499,0,1697,NaN,NaN,NaN
27100,-3.82994,7.790499,0,1698,NaN,NaN,NaN
27101,-3.806531,7.787606,0,1698,NaN,NaN,NaN
27102,-3.771414,7.793391,0,1697,NaN,NaN,NaN
27103,-3.745075,7.802068,0,1694,NaN,NaN,NaN
27104,-3.721661,7.822314,0,1692,NaN,NaN,NaN
27105,-3.7041,7.836774,0,1691,NaN,NaN,NaN
27106,-3.692392,7.851232,0,1693,NaN,NaN,NaN
27107,-3.692392,7.854124,0,1693,NaN,NaN,NaN
27108,-3.707027,7.851232,0,1694,NaN,NaN,NaN
27109,-3.712881,7.851232,0,1693,NaN,NaN,NaN
27110,-3.709954,7.851232,0,1692,NaN,NaN,NaN
27111,-3.707027,7.845449,0,1692,NaN,NaN,NaN
27112,-3.718735,7.822314,0,1691,NaN,NaN,NaN
27113,-3.730442,7.790499,0,1691,NaN,NaN,NaN
27114,-3.745075,7.77025,0,1692,NaN,NaN,NaN
27115,-3.750929,7.761572,0,1693,NaN,NaN,NaN
27116,-3.753855,7.75,0,1692,NaN,NaN,NaN
27117,-3.765561,7.735534,0,1691,NaN,NaN,NaN
27118,-3.774341,7.723961,0,1691,NaN,NaN,NaN
27119,-3.780194,7.718174,0,1691,NaN,NaN,NaN
27120,-3.786047,7.718174,0,1692,NaN,NaN,NaN
27121,-3.797752,7.718174,0,1691,NaN,NaN,NaN
27122,-3.797752,7.718174,0,1690,NaN,NaN,NaN
27123,-3.786047,7.712387,0,1688,NaN,NaN,NaN
27124,-3.774341,7.709493,0,1687,NaN,NaN,NaN
27125,-3.768488,7.71528,0,1687,NaN,NaN,NaN
27126,-3.762635,7.721067,0,1688,NaN,NaN,NaN
27127,-3.745075,7.735534,0,1689,NaN,NaN,NaN
27128,-3.736295,7.741321,0,1689,NaN,NaN,NaN
27129,-3.750929,7.744214,0,1689,NaN,NaN,NaN
27130,-3.774341,7.741321,0,1689,NaN,NaN,NaN
27131,-3.786047,7.741321,0,1689,NaN,NaN,NaN
27132,-3.771414,7.744214,0,1689,NaN,NaN,NaN
27133,-3.756782,7.741321,0,1688,NaN,NaN,NaN
27134,-3.756782,7.735534,0,1688,NaN,NaN,NaN
27135,-3.759708,7.729748,0,1688,NaN,NaN,NaN
27136,-3.759708,7.729748,0,1688,NaN,NaN,NaN
27137,-3.762635,7.732641,0,1687,NaN,NaN,NaN
27138,-3.765561,7.732641,0,1686,NaN,NaN,NaN
27139,-3.765561,7.732641,0,1685,NaN,NaN,NaN
27140,-3.768488,7.729748,0,1684,NaN,NaN,NaN
27141,-3.765561,7.723961,0,1682,NaN,NaN,NaN
27142,-3.756782,7.718174,0,1681,NaN,NaN,NaN
27143,-3.739222,7.718174,0,1680,NaN,NaN,NaN
27144,-3.727515,7.718174,0,1681,NaN,NaN,NaN
27145,-3.721661,7.7066,0,1682,NaN,NaN,NaN
27146,-3.727515,7.695025,0,1683,NaN,NaN,NaN
27147,-3.730442,7.700812,0,1685,NaN,NaN,NaN
27148,-3.733369,7.721067,0,1687,NaN,NaN,NaN
27149,-3.733369,7.723961,0,1688,NaN,NaN,NaN
27150,-3.733369,7.709493,0,1687,NaN,NaN,NaN
27151,-3.736295,7.695025,0,1687,NaN,NaN,NaN
27152,-3.736295,7.700812,0,1686,NaN,NaN,NaN
27153,-3.739222,7.7066,0,1683,NaN,NaN,NaN
27154,-3.745075,7.709493,0,1681,NaN,NaN,NaN
27155,-3.748002,7.709493,0,1679,NaN,NaN,NaN
27156,-3.750929,7.689237,0,1679,NaN,NaN,NaN
27157,-3.748002,7.671873,0,1679,NaN,NaN,NaN
27158,-3.750929,7.671873,0,1680,NaN,NaN,NaN
27159,-3.750929,7.689237,0,1682,NaN,NaN,NaN
27160,-3.748002,7.7066,0,1683,NaN,NaN,NaN
27161,-3.742149,7.700812,0,1681,NaN,NaN,NaN
27162,-3.736295,7.692131,0,1678,NaN,NaN,NaN
27163,-3.736295,7.683449,0,1676,NaN,NaN,NaN
27164,-3.745075,7.683449,0,1675,NaN,NaN,NaN
27165,-3.742149,7.680555,0,1675,NaN,NaN,NaN
27166,-3.727515,7.677661,0,1675,NaN,NaN,NaN
27167,-3.707027,7.677661,0,1675,NaN,NaN,NaN
27168,-3.721661,7.674767,0,1674,NaN,NaN,NaN
27169,-3.739222,7.680555,0,1674,NaN,NaN,NaN
27170,-3.765561,7.686343,0,1674,NaN,NaN,NaN
27171,-3.768488,7.695025,0,1673,NaN,NaN,NaN
27172,-3.777267,7.697918,0,1673,NaN,NaN,NaN
27173,-3.777267,7.7066,0,1672,NaN,NaN,NaN
27174,-3.780194,7.71528,0,1672,NaN,NaN,NaN
27175,-3.780194,7.718174,0,1672,NaN,NaN,NaN
27176,-3.786047,7.71528,0,1672,NaN,NaN,NaN
27177,-3.791899,7.71528,0,1672,NaN,NaN,NaN
27178,-3.791899,7.721067,0,1673,NaN,NaN,NaN
27179,-3.788973,7.723961,0,1673,NaN,NaN,NaN
27180,-3.788973,7.723961,0,1673,NaN,NaN,NaN
27181,-3.788973,7.723961,0,1673,NaN,NaN,NaN
27182,-3.788973,7.723961,0,1673,NaN,NaN,NaN
27183,-3.786047,7.721067,0,1674,NaN,NaN,NaN
27184,-3.780194,7.71528,0,1674,NaN,NaN,NaN
27185,-3.774341,7.709493,0,1674,NaN,NaN,NaN
27186,-3.771414,7.709493,0,1675,NaN,NaN,NaN
27187,-3.774341,7.7066,0,1676,NaN,NaN,NaN
27188,-3.774341,7.703706,0,1675,NaN,NaN,NaN
27189,-3.780194,7.700812,0,1674,NaN,NaN,NaN
27190,-3.786047,7.700812,0,1673,NaN,NaN,NaN
27191,-3.797752,7.703706,0,1673,NaN,NaN,NaN
27192,-3.803605,7.7066,0,1674,NaN,NaN,NaN
27193,-3.806531,7.7066,0,1672,NaN,NaN,NaN
27194,-3.806531,7.703706,0,1670,NaN,NaN,NaN
27195,-3.797752,7.703706,0,1668,NaN,NaN,NaN
27196,-3.788973,7.700812,0,1668,NaN,NaN,NaN
27197,-3.78312,7.697918,0,1669,NaN,NaN,NaN
27198,-3.788973,7.689237,0,1670,NaN,NaN,NaN
27199,-3.78312,7.677661,0,1670,NaN,NaN,NaN
27200,-3.777267,7.666085,0,1670,NaN,NaN,NaN
27201,-3.771414,7.671873,0,1671,NaN,NaN,NaN
27202,-3.771414,7.689237,0,1672,NaN,NaN,NaN
27203,-3.774341,7.700812,0,1673,NaN,NaN,NaN
27204,-3.788973,7.689237,0,1673,NaN,NaN,NaN
27205,-3.800678,7.671873,0,1673,NaN,NaN,NaN
27206,-3.806531,7.660296,0,1673,NaN,NaN,NaN
27207,-3.809457,7.657402,0,1673,NaN,NaN,NaN
27208,-3.809457,7.660296,0,1674,NaN,NaN,NaN
27209,-3.818236,7.66319,0,1674,NaN,NaN,NaN
27210,-3.824088,7.666085,0,1675,NaN,NaN,NaN
27211,-3.818236,7.666085,0,1675,NaN,NaN,NaN
27212,-3.803605,7.66319,0,1675,NaN,NaN,NaN
27213,-3.788973,7.66319,0,1675,NaN,NaN,NaN
27214,-3.788973,7.671873,0,1674,NaN,NaN,NaN
27215,-3.788973,7.686343,0,1674,NaN,NaN,NaN
27216,-3.797752,7.689237,0,1674,NaN,NaN,NaN
27217,-3.803605,7.677661,0,1673,NaN,NaN,NaN
27218,-3.818236,7.666085,0,1673,NaN,NaN,NaN
27219,-3.827014,7.660296,0,1672,NaN,NaN,NaN
27220,-3.835792,7.66319,0,1672,NaN,NaN,NaN
27221,-3.835792,7.666085,0,1672,NaN,NaN,NaN
27222,-3.832866,7.668979,0,1673,NaN,NaN,NaN
27223,-3.82994,7.668979,0,1673,NaN,NaN,NaN
27224,-3.82994,7.668979,0,1673,NaN,NaN,NaN
27225,-3.82994,7.666085,0,1673,NaN,NaN,NaN
27226,-3.838718,7.66319,0,1673,NaN,NaN,NaN
27227,-3.853348,7.657402,0,1674,NaN,NaN,NaN
27228,-3.870903,7.654508,0,1676,NaN,NaN,NaN
27229,-3.870903,7.654508,0,1677,NaN,NaN,NaN
27230,-3.853348,7.648719,0,1676,NaN,NaN,NaN
27231,-3.835792,7.640035,0,1676,NaN,NaN,NaN
27232,-3.818236,7.634246,0,1676,NaN,NaN,NaN
27233,-3.809457,7.637141,0,1676,NaN,NaN,NaN
27234,-3.809457,7.645824,0,1677,NaN,NaN,NaN
27235,-3.82994,7.654508,0,1677,NaN,NaN,NaN
27236,-3.850422,7.657402,0,1676,NaN,NaN,NaN
27237,-3.862126,7.651613,0,1676,NaN,NaN,NaN
27238,-3.862126,7.645824,0,1676,NaN,NaN,NaN
27239,-3.856274,7.64293,0,1676,NaN,NaN,NaN
27240,-3.850422,7.640035,0,1677,NaN,NaN,NaN
27241,-3.84457,7.637141,0,1679,NaN,NaN,NaN
27242,-3.850422,7.634246,0,1680,NaN,NaN,NaN
27243,-3.8592,7.634246,0,1679,NaN,NaN,NaN
27244,-3.865052,7.628457,0,1678,NaN,NaN,NaN
27245,-3.865052,7.622667,0,1677,NaN,NaN,NaN
27246,-3.862126,7.613983,0,1676,NaN,NaN,NaN
27247,-3.867978,7.613983,0,1675,NaN,NaN,NaN
27248,-3.873829,7.613983,0,1674,NaN,NaN,NaN
27249,-3.870903,7.622667,0,1675,NaN,NaN,NaN
27250,-3.865052,7.634246,0,1675,NaN,NaN,NaN
27251,-3.8592,7.645824,0,1676,NaN,NaN,NaN
27252,-3.850422,7.654508,0,1676,NaN,NaN,NaN
27253,-3.838718,7.660296,0,1676,NaN,NaN,NaN
27254,-3.82994,7.660296,0,1677,NaN,NaN,NaN
27255,-3.841644,7.654508,0,1677,NaN,NaN,NaN
27256,-3.8592,7.651613,0,1677,NaN,NaN,NaN
27257,-3.873829,7.645824,0,1677,NaN,NaN,NaN
27258,-3.873829,7.645824,0,1677,NaN,NaN,NaN
27259,-3.870903,7.645824,0,1678,NaN,NaN,NaN
27260,-3.862126,7.645824,0,1678,NaN,NaN,NaN
27261,-3.853348,7.648719,0,1679,NaN,NaN,NaN
27262,-3.850422,7.651613,0,1679,NaN,NaN,NaN
27263,-3.853348,7.651613,0,1679,NaN,NaN,NaN
27264,-3.856274,7.651613,0,1679,NaN,NaN,NaN
27265,-3.856274,7.651613,0,1679,NaN,NaN,NaN
27266,-3.8592,7.651613,0,1680,NaN,NaN,NaN
27267,-3.865052,7.645824,0,1680,NaN,NaN,NaN
27268,-3.870903,7.64293,0,1680,NaN,NaN,NaN
27269,-3.876755,7.648719,0,1681,NaN,NaN,NaN
27270,-3.876755,7.654508,0,1682,NaN,NaN,NaN
27271,-3.879681,7.657402,0,1684,NaN,NaN,NaN
27272,-3.882606,7.657402,0,1684,NaN,NaN,NaN
27273,-3.894309,7.657402,0,1684,NaN,NaN,NaN
27274,-3.906012,7.66319,0,1684,NaN,NaN,NaN
27275,-3.914788,7.677661,0,1684,NaN,NaN,NaN
27276,-3.914788,7.692131,0,1686,NaN,NaN,NaN
27277,-3.908937,7.686343,0,1689,NaN,NaN,NaN
27278,-3.897235,7.674767,0,1692,NaN,NaN,NaN
27279,-3.888458,7.680555,0,1692,NaN,NaN,NaN
27280,-3.873829,7.697918,0,1689,NaN,NaN,NaN
27281,-3.867978,7.709493,0,1686,NaN,NaN,NaN
27282,-3.867978,7.703706,0,1685,NaN,NaN,NaN
27283,-3.885532,7.703706,0,1688,NaN,NaN,NaN
27284,-3.903086,7.709493,0,1690,NaN,NaN,NaN
27285,-3.911863,7.712387,0,1693,NaN,NaN,NaN
27286,-3.911863,7.7066,0,1693,NaN,NaN,NaN
27287,-3.911863,7.700812,0,1692,NaN,NaN,NaN
27288,-3.911863,7.697918,0,1692,NaN,NaN,NaN
27289,-3.914788,7.697918,0,1691,NaN,NaN,NaN
27290,-3.906012,7.677661,0,1691,NaN,NaN,NaN
27291,-3.891384,7.660296,0,1690,NaN,NaN,NaN
27292,-3.879681,7.654508,0,1689,NaN,NaN,NaN
27293,-3.879681,7.666085,0,1688,NaN,NaN,NaN
27294,-3.879681,7.674767,0,1689,NaN,NaN,NaN
27295,-3.870903,7.666085,0,1690,NaN,NaN,NaN
27296,-3.865052,7.666085,0,1691,NaN,NaN,NaN
27297,-3.862126,7.668979,0,1691,NaN,NaN,NaN
27298,-3.873829,7.677661,0,1693,NaN,NaN,NaN
27299,-3.891384,7.677661,0,1694,NaN,NaN,NaN
27300,-3.903086,7.674767,0,1695,NaN,NaN,NaN
27301,-3.917714,7.668979,0,1696,NaN,NaN,NaN
27302,-3.929415,7.671873,0,1697,NaN,NaN,NaN
27303,-3.929415,7.677661,0,1696,NaN,NaN,NaN
27304,-3.923565,7.674767,0,1695,NaN,NaN,NaN
27305,-3.911863,7.671873,0,1695,NaN,NaN,NaN
27306,-3.911863,7.666085,0,1696,NaN,NaN,NaN
27307,-3.917714,7.668979,0,1697,NaN,NaN,NaN
27308,-3.923565,7.671873,0,1698,NaN,NaN,NaN
27309,-3.92649,7.674767,0,1698,NaN,NaN,NaN
27310,-3.92649,7.671873,0,1698,NaN,NaN,NaN
27311,-3.929415,7.668979,0,1698,NaN,NaN,NaN
27312,-3.935266,7.666085,0,1699,NaN,NaN,NaN
27313,-3.92649,7.666085,0,1699,NaN,NaN,NaN
27314,-3.917714,7.660296,0,1699,NaN,NaN,NaN
27315,-3.906012,7.654508,0,1699,NaN,NaN,NaN
27316,-3.906012,7.645824,0,1699,NaN,NaN,NaN
27317,-3.911863,7.637141,0,1699,NaN,NaN,NaN
27318,-3.917714,7.640035,0,1699,NaN,NaN,NaN
27319,-3.923565,7.64293,0,1699,NaN,NaN,NaN
27320,-3.92649,7.645824,0,1700,NaN,NaN,NaN
27321,-3.92649,7.64293,0,1702,NaN,NaN,NaN
27322,-3.929415,7.64293,0,1702,NaN,NaN,NaN
27323,-3.929415,7.64293,0,1700,NaN,NaN,NaN
27324,-3.938192,7.645824,0,1701,NaN,NaN,NaN
27325,-3.946967,7.645824,0,1703,NaN,NaN,NaN
27326,-3.955743,7.64293,0,1705,NaN,NaN,NaN
27327,-3.955743,7.637141,0,1705,NaN,NaN,NaN
27328,-3.952818,7.640035,0,1705,NaN,NaN,NaN
27329,-3.955743,7.640035,0,1705,NaN,NaN,NaN
27330,-3.958668,7.640035,0,1705,NaN,NaN,NaN
27331,-3.955743,7.637141,0,1705,NaN,NaN,NaN
27332,-3.944042,7.619772,0,1705,NaN,NaN,NaN
27333,-3.935266,7.605298,0,1704,NaN,NaN,NaN
27334,-3.932341,7.590822,0,1703,NaN,NaN,NaN
27335,-3.929415,7.605298,0,1704,NaN,NaN,NaN
27336,-3.929415,7.619772,0,1706,NaN,NaN,NaN
27337,-3.92649,7.628457,0,1709,NaN,NaN,NaN
27338,-3.92649,7.622667,0,1711,NaN,NaN,NaN
27339,-3.92649,7.613983,0,1712,NaN,NaN,NaN
27340,-3.92649,7.613983,0,1712,NaN,NaN,NaN
27341,-3.929415,7.619772,0,1711,NaN,NaN,NaN
27342,-3.932341,7.628457,0,1711,NaN,NaN,NaN
27343,-3.932341,7.628457,0,1710,NaN,NaN,NaN
27344,-3.929415,7.622667,0,1710,NaN,NaN,NaN
27345,-3.929415,7.631351,0,1710,NaN,NaN,NaN
27346,-3.929415,7.645824,0,1710,NaN,NaN,NaN
27347,-3.932341,7.660296,0,1710,NaN,NaN,NaN
27348,-3.946967,7.657402,0,1710,NaN,NaN,NaN
27349,-3.961594,7.654508,0,1710,NaN,NaN,NaN
27350,-3.967444,7.648719,0,1710,NaN,NaN,NaN
27351,-3.961594,7.645824,0,1709,NaN,NaN,NaN
27352,-3.955743,7.648719,0,1708,NaN,NaN,NaN
27353,-3.946967,7.654508,0,1709,NaN,NaN,NaN
27354,-3.938192,7.660296,0,1711,NaN,NaN,NaN
27355,-3.92649,7.66319,0,1712,NaN,NaN,NaN
27356,-3.92649,7.671873,0,1712,NaN,NaN,NaN
27357,-3.92649,7.680555,0,1713,NaN,NaN,NaN
27358,-3.935266,7.689237,0,1714,NaN,NaN,NaN
27359,-3.944042,7.689237,0,1715,NaN,NaN,NaN
27360,-3.952818,7.686343,0,1714,NaN,NaN,NaN
27361,-3.964519,7.686343,0,1714,NaN,NaN,NaN
27362,-3.976219,7.680555,0,1713,NaN,NaN,NaN
27363,-3.979144,7.677661,0,1713,NaN,NaN,NaN
27364,-3.955743,7.674767,0,1713,NaN,NaN,NaN
27365,-3.935266,7.674767,0,1714,NaN,NaN,NaN
27366,-3.920639,7.668979,0,1715,NaN,NaN,NaN
27367,-3.923565,7.666085,0,1716,NaN,NaN,NaN
27368,-3.929415,7.666085,0,1716,NaN,NaN,NaN
27369,-3.938192,7.668979,0,1717,NaN,NaN,NaN
27370,-3.952818,7.666085,0,1718,NaN,NaN,NaN
27371,-3.967444,7.66319,0,1720,NaN,NaN,NaN
27372,-3.976219,7.666085,0,1720,NaN,NaN,NaN
27373,-3.973294,7.668979,0,1720,NaN,NaN,NaN
27374,-3.979144,7.657402,0,1721,NaN,NaN,NaN
27375,-3.990844,7.637141,0,1722,NaN,NaN,NaN
27376,-3.982069,7.616878,0,1723,NaN,NaN,NaN
27377,-3.92649,7.611088,0,1723,NaN,NaN,NaN
27378,-3.84457,7.587927,0,1723,NaN,NaN,NaN
27379,-3.742149,7.547389,0,1723,NaN,NaN,NaN
27380,-3.639703,7.480776,0,1724,NaN,NaN,NaN
27381,-3.458171,7.419937,0,1726,NaN,NaN,NaN
27382,-3.256062,7.356182,0,1730,NaN,NaN,NaN
27383,-2.977664,7.315602,0,1732,NaN,NaN,NaN
27384,-2.690327,7.246019,0,1734,NaN,NaN,NaN
27385,-2.379382,7.141603,0,1737,NaN,NaN,NaN
27386,-2.038943,6.964568,0,1740,NaN,NaN,NaN
27387,-1.733598,6.775777,0,1745,NaN,NaN,NaN
27388,-1.404656,6.581023,0,1750,NaN,NaN,NaN
27389,-1.116754,6.374474,0,1759,NaN,NaN,NaN
27390,-0.775901,6.141545,0,1767,NaN,NaN,NaN
27391,-0.429115,5.893833,0,1772,NaN,NaN,NaN
27392,-0.152838,5.619636,0,1776,NaN,NaN,NaN
27393,0.094054,5.315969,0,1781,NaN,NaN,NaN
